Formula,x_Hf,x_Zr,x_Ta,x_Nb,x_Ti,x_C,x_B,x_N,x_Si,Tm_K,OxRes,Toughness
B0.013C0.060N0.247Si0.135Ta0.290Ti0.238Zr0.017,0.0,0.017487543594640442,0.2898279992909936,0.0,0.23831055151301356,0.05961771255960962,0.012908277495474817,0.24728636892199032,0.13456154662427744,1976.1729253658607,0.35072704401901544,1.214860265539658
B0.511C0.025Hf0.058N0.048Si0.026Ta0.018Zr0.314,0.05758313871275351,0.3140582760629558,0.017869570880101295,0.0,0.0,0.025130784720249794,0.5114743549297626,0.048103939909631396,0.025779934784545686,2228.2703129246124,0.9481604102189919,0.7558020173578969
B0.011Hf0.011N0.018Nb0.118Ta0.112Ti0.079Zr0.651,0.010869949889686445,0.6510864886762805,0.11215893173232798,0.11772012449813085,0.07894268123733682,0.0,0.01118536187770046,0.01803646208853696,0.0,2294.596644747662,0.14379705667455606,0.8112636596002408
C0.318Hf0.307N0.141Si0.113Ta0.025Ti0.035Zr0.061,0.3074430080581699,0.06091778154886424,0.025263231725771655,0.0,0.034616997542365475,0.317872966512272,0.0,0.14053092879061765,0.1133550858219391,2559.074392281878,0.3181708390685428,1.13123745571562
B0.533C0.112Hf0.012N0.168Si0.125Zr0.050,0.011745530227275853,0.050155029615871365,0.0,0.0,0.0,0.11170520575828209,0.5331460065273356,0.16777472244942848,0.12547350542180655,2047.1055818118393,1.0,0.813193713096941
B0.405C0.073Hf0.034N0.104Si0.040Ta0.079Ti0.246Zr0.018,0.03420487084926959,0.01797319350104975,0.07936659862090326,0.0,0.24623191676249598,0.07345299270504022,0.4051948194662082,0.10392740464878052,0.039648203446252354,2179.0832114479726,0.8003396295633514,1.0421119850735991
B0.017Hf0.074N0.547Si0.032Ta0.082Ti0.199Zr0.049,0.0742073065318848,0.049472870089471876,0.08173332398681163,0.0,0.19879298845394194,0.0,0.016515461441822345,0.5473228227007293,0.031955226795338035,1099.8030897366764,0.1986437156551271,1.0572372701777157
B0.024C0.015Hf0.012Nb0.420Si0.211Ta0.044Zr0.274,0.011930028536595264,0.2741892400006114,0.043913582952626644,0.41958213024675695,0.0,0.015244172276037832,0.023707631480013928,0.0,0.211433214507358,2383.1014044881153,0.41904116002010483,1.0287723211554376
B0.083C0.463Hf0.021N0.025Ta0.046Ti0.225Zr0.135,0.021386952175589495,0.1350183380732958,0.046348545352322634,0.0,0.22536704223627463,0.46338800939999936,0.08342563310499689,0.025065479657521123,0.0,2929.895082288756,0.27430620725982124,0.9882200838873452
C0.337Hf0.031Nb0.482Ta0.018Zr0.131,0.031148920796028604,0.13144159662317398,0.01782399345340507,0.48235730062726273,0.0,0.33722818850012953,0.0,0.0,0.0,3045.9269059803723,0.08414950447937672,0.8736306596874639
B0.085C0.061Hf0.137N0.157Nb0.165Ta0.025Ti0.371,0.13711343032624282,0.0,0.024766041154677423,0.16471320459615704,0.3706022402523662,0.06064502666786755,0.08479470897204591,0.15736534803064306,0.0,2048.536574505262,0.2648417799634796,1.2069898350662782
B0.094C0.279Hf0.083Nb0.427Ta0.049Ti0.068,0.0831347831039205,0.0,0.04879410758425357,0.42735094539770313,0.0678521414556769,0.2785476018318855,0.0943204206265603,0.0,0.0,2992.9885657307973,0.209254287990046,1.079926420315788
B0.041C0.270Hf0.051N0.018Si0.068Ta0.276Ti0.276,0.05059214708817355,0.0,0.2762674843810382,0.0,0.2762633367324277,0.2703487270464427,0.04135545854940485,0.01761456497885147,0.06755828122366171,2896.107102878142,0.2948817060569475,1.1342223904380053
B0.081C0.028Hf0.038N0.027Si0.702Ta0.125,0.037502113848665815,0.0,0.12535475303312027,0.0,0.0,0.027581606083082945,0.08111925877662753,0.026813450417815323,0.7016288178406881,1992.0427367871457,1.0,0.7001491513059713
B0.051Hf0.011N0.306Nb0.088Si0.043Ta0.193Ti0.173Zr0.136,0.010673229465921634,0.13625807318906957,0.19261677258195758,0.08848490182401565,0.17258821670077046,0.0,0.05058817724544958,0.30592700892165464,0.04286362007116081,1772.6191356519073,0.2532921018699653,1.3634918609073068
C0.060Hf0.072N0.093Nb0.120Si0.138Ta0.012Ti0.419Zr0.086,0.0722189473485862,0.08555080032235501,0.011924192379116919,0.11987769991077243,0.41895448991306167,0.05997963894778371,0.0,0.09339728702960272,0.13809694414872128,2024.2831831675778,0.34219434729914533,1.2220245456133352
C0.017N0.499Si0.414Ta0.042Ti0.028,0.0,0.0,0.04159855592937858,0.0,0.028415828617152354,0.017094667949294384,0.0,0.4992750808519894,0.4136158666521852,994.2214383422449,0.7603917978446599,0.7681301917715891
C0.021Hf0.033N0.074Nb0.051Si0.035Ta0.197Ti0.030Zr0.558,0.03348095287653254,0.5578594699627806,0.1972127434565002,0.05067718138791849,0.030142197476484077,0.021437644039626117,0.0,0.07446183112902421,0.034727979671133766,2297.458843432568,0.18714090058276403,1.0147864806717475
B0.036C0.026Hf0.107Nb0.082Si0.038Ta0.027Ti0.119Zr0.565,0.10718369764584458,0.5649068076199568,0.02709946988595983,0.0820745577165104,0.11935323057529958,0.025710847062588017,0.03582787344653531,0.0,0.03784351604730549,2266.3768999449762,0.1684564432138194,0.9884441716183929
B0.072Hf0.044Nb0.357Si0.170Ta0.069Ti0.287,0.04440790869329885,0.0,0.0688913339300354,0.35738137505115136,0.28697858209096555,0.0,0.07237464113368841,0.0,0.16996615910086046,2334.5038594706393,0.3633955779535728,1.1173795726268518
B0.157C0.420Hf0.107N0.046Si0.017Ta0.040Ti0.031Zr0.182,0.106869915917878,0.18206736657852804,0.04046791503455987,0.0,0.030745656410810066,0.4200942940778555,0.1567181592526503,0.0455540537546406,0.017482638973077565,2912.2468356679256,0.39437629253325224,1.0819939682556734
C0.032Hf0.339N0.075Ta0.048Ti0.393Zr0.113,0.33898435500113566,0.11278620605294498,0.0476979592462552,0.0,0.39345896120532714,0.03215873216372339,0.0,0.07491378633061363,0.0,2154.8611945321877,0.1679966832298904,0.9823194508176529
B0.174C0.478Hf0.026Si0.251Ta0.049Ti0.021,0.02567723871301977,0.0,0.04944078391709739,0.0,0.021426522764228836,0.47784146683469353,0.17413833515257343,0.0,0.25147565261838706,2959.7526135033713,0.7047579889638947,0.8586619576348943
C0.338Hf0.055Nb0.027Si0.580,0.055176684041080774,0.0,0.0,0.027297663583231584,0.0,0.3380239962968322,0.0,0.0,0.5795016560788555,2498.1472113022332,0.9543875699340193,0.6315867116240724
B0.543C0.127Hf0.034N0.193Nb0.018Si0.064Ta0.021,0.033948132946423765,0.0,0.02076246972329301,0.017603551935900654,0.0,0.12711390546200288,0.5433140315836942,0.19323699492906612,0.06402091341961945,2092.7034672586483,1.0,0.8321209693176105
B0.260C0.024Hf0.227Ta0.149Ti0.194Zr0.146,0.22735752501753145,0.14550184527731835,0.14941857345154141,0.0,0.19397132812797246,0.024188876913495548,0.2595618512121408,0.0,0.0,2457.3086632176783,0.46822821501819434,1.0758792270400048
B0.044Hf0.076N0.033Nb0.093Si0.068Ti0.620Zr0.067,0.07585620648918973,0.06686531198070908,0.0,0.09271660124571122,0.6196624898531335,0.0,0.044175152851079785,0.032979139475262015,0.06774509810491465,2012.2570041921774,0.29112838531511864,0.9021925306211915
B0.177C0.170Hf0.070N0.156Nb0.020Ta0.036Ti0.024Zr0.347,0.07043617618130878,0.34720600881933034,0.03579572431233771,0.01952657613467323,0.024175504865342652,0.16957016953785903,0.17687996628409458,0.1564098738650537,0.0,2262.5919872485506,0.4017496429927496,1.1685554375274374
B0.116C0.119Hf0.014N0.132Nb0.282Si0.049Ta0.060Ti0.228,0.014156731702325669,0.0,0.059919914193432046,0.2817530707304574,0.22781542633159768,0.11916188257141119,0.11579874080721786,0.1321720307392919,0.04922220292426628,2278.181903329123,0.3698909218028301,1.3376760184658973
B0.248C0.093Hf0.084N0.010Nb0.233Si0.075Ta0.013Ti0.013Zr0.231,0.08423880331452864,0.2307212281988487,0.012985205548479569,0.23297066881032966,0.012865600328066237,0.09259545934224077,0.24815598160996902,0.010104937957915205,0.07536211488962213,2484.2190554444146,0.6082350381333669,1.2064158644477847
B0.028C0.098Hf0.037N0.015Nb0.113Si0.075Ta0.286Ti0.347,0.036588840984092263,0.0,0.2855548533793571,0.11328429212199309,0.34743148744402585,0.09832856923196355,0.0283661859794416,0.01522073649694824,0.07522503436217827,2615.830907167409,0.2777463367180337,1.2282841188488385
B0.255C0.047Hf0.136N0.343Nb0.026Ta0.036Ti0.144Zr0.014,0.13608493542805156,0.014012762069394353,0.03625746393714304,0.02567532591568913,0.14369729450342536,0.046683246121871594,0.25457427392573967,0.3430146980986854,0.0,1652.5060803221852,0.5182911044552172,1.1639535879978267
B0.013C0.018Hf0.045N0.440Ta0.205Ti0.219Zr0.060,0.04468930766665724,0.06010879252922067,0.20520520481504642,0.0,0.21922406544691447,0.018072494952206395,0.013144444494411656,0.43955569009554313,0.0,1496.8338309476435,0.16888442434394332,1.124231028828356
B0.509C0.010N0.039Nb0.016Si0.036Ta0.270Ti0.036Zr0.083,0.0,0.08338779803441493,0.27020767557449943,0.015816824812029208,0.035999646990500164,0.010077473819449869,0.5093477055834527,0.03919425715280013,0.035968618032853734,2483.223564806928,0.9386529846036954,0.8792448979747706
B0.048C0.055Hf0.284N0.013Nb0.015Si0.080Ta0.116Ti0.338Zr0.050,0.2837830604802607,0.05003069661554973,0.11628638502716708,0.01512311076270512,0.3382138658362324,0.0546050160683141,0.04825487125232497,0.013359724177475742,0.08034326977997003,2375.522508975347,0.3158551049324225,1.1967400495106508
B0.506C0.023Hf0.125N0.020Nb0.061Si0.014Ta0.205Zr0.046,0.12470077977505568,0.04554944578694925,0.20504948381699947,0.06138052123598052,0.0,0.02345285421589611,0.5059185297691882,0.019814064414944335,0.014134320984986393,2563.571311674473,0.9114296597488388,0.9243747014562069
B0.119C0.015N0.132Nb0.190Si0.102Ta0.310Zr0.133,0.0,0.13287787830789355,0.3097485146673727,0.18997424211450664,0.0,0.014772694558534622,0.11872378744421282,0.13150854166930162,0.10239434123817809,2358.8399448657174,0.458676069223268,1.3252752916722481
B0.175C0.071Hf0.294N0.012Si0.106Ta0.146Ti0.052Zr0.143,0.2942874395743179,0.14292967328620484,0.14604276758085344,0.0,0.05169067077565849,0.07123188703151519,0.17541947817546308,0.012442405707047055,0.10595567786894008,2513.9137215409787,0.5551378292612651,1.233462737802881
B0.182N0.110Nb0.016Si0.012Ta0.251Ti0.029Zr0.400,0.0,0.40022627891812623,0.25128160895777646,0.015819730966598885,0.028669634171002583,0.0,0.18236790138944994,0.11004585311208219,0.011588992484963647,2264.7866660794957,0.4050754818408072,1.0388006805547898
B0.146Hf0.023N0.274Nb0.123Si0.312Ti0.025Zr0.097,0.023116876674916232,0.09716165624251899,0.0,0.12257605585140838,0.024710753265212625,0.0,0.14580249466635387,0.2744416540905905,0.31219050920899943,1558.6917234397588,0.8102375146941568,1.1771427922207127
B0.440C0.064Hf0.080N0.034Nb0.168Ti0.197Zr0.017,0.07994911875780535,0.01703279395196534,0.0,0.16832661909574181,0.19658145218442125,0.06396384345575439,0.4396692158576703,0.03447695669664155,0.0,2365.534715149725,0.8053735420670349,0.9685750312014282
B0.115C0.093Hf0.469N0.118Si0.163Ta0.012Zr0.030,0.46943947287522403,0.029753091856041428,0.012093923483215368,0.0,0.0,0.0930658041440312,0.11456189954698538,0.11822614557779212,0.16285966251671036,2226.689344541706,0.5584113187430734,1.0241280124527634
B0.180C0.295Hf0.028N0.011Nb0.014Si0.430Ta0.016Ti0.025,0.028001389117718985,0.0,0.01589138814573657,0.014189928658302698,0.025493221568406933,0.2952990463813528,0.18006280091828497,0.010971695786121683,0.43009052942407544,2500.1005797816506,1.0,0.9016519431153913
B0.068Hf0.134N0.020Si0.283Ta0.159Ti0.209Zr0.127,0.13441362839790405,0.12675580801407363,0.1591554384175148,0.0,0.20852308835895997,0.0,0.06824237447821102,0.020168667468754713,0.2827409948645818,2175.569549517521,0.6524127373135759,1.2128205858449572
B0.289C0.038Hf0.153N0.031Nb0.306Ta0.035Ti0.040Zr0.107,0.1532319599866573,0.1069787589844257,0.03539430939782712,0.3064080022851897,0.03982403606338569,0.0378086112628597,0.28920269466362486,0.03115162735602977,0.0,2482.4679274841733,0.5702337355620449,1.174952636904674
B0.120C0.075N0.038Nb0.017Si0.176Ti0.020Zr0.554,0.0,0.5544784128222485,0.0,0.016789815537619247,0.01975778933375636,0.07507219684739373,0.11988048998584212,0.03753407009043177,0.1764872253827083,2148.2445585802916,0.5696204513989889,0.8860045684458547
C0.029Hf0.125N0.532Nb0.045Ta0.036Ti0.233,0.12477424060901304,0.0,0.03583651376613155,0.04522521591274952,0.23293947873187398,0.02884233482430456,0.0,0.5323822161559272,0.0,1162.1581981088661,0.15606683155422965,0.9967117484887147
B0.019C0.455Hf0.113N0.037Nb0.042Si0.176Ta0.062Zr0.095,0.11283908149704854,0.09544531681754462,0.06226769372157378,0.04155054684399041,0.0,0.45496432653177105,0.019391924553643945,0.03737852678088303,0.17616258325354464,2959.0159147148247,0.4246821453283598,1.1259008699493755
C0.342N0.094Nb0.182Si0.073Ta0.075Zr0.235,0.0,0.23505028764993866,0.07491090584336327,0.1815916738850255,0.0,0.34210928060025114,0.0,0.09358461729914978,0.07275323472227159,2722.3084061183313,0.25418404110199067,1.1771153409888973
B0.298C0.164Hf0.089N0.220Nb0.045Si0.082Ta0.018Zr0.083,0.08918454300699648,0.0832117465678519,0.018400561962986818,0.04532453757278612,0.0,0.16393868215940396,0.29787395873729233,0.21962328502017647,0.08244268497250577,2095.3909127641596,0.701825349182274,1.216939656685738
B0.219C0.322N0.072Si0.060Ti0.138Zr0.189,0.0,0.1891299171614815,0.0,0.0,0.1377664219176678,0.3219981602325828,0.2190789653427452,0.07177156564629535,0.06025496969922733,2532.1669944441232,0.5516398693954498,1.0555722552225528
B0.048Hf0.152N0.148Nb0.022Si0.287Ta0.050Ti0.148Zr0.145,0.1522312311094422,0.14537249528419147,0.04974412975521529,0.021722074522456336,0.14762218456647247,0.0,0.047960783030701615,0.1483188196981833,0.28702828203333725,1824.162861288068,0.615598003491108,1.2993551969930333
B0.018C0.051Hf0.275N0.265Si0.260Ta0.015Ti0.026Zr0.090,0.27475397086026093,0.09041234783756183,0.014891380263937902,0.0,0.025842555122900263,0.05058227303729293,0.01820183293428321,0.26496752942595153,0.2603481105178114,1704.3913610087607,0.5509000103728025,1.1758669650996236
B0.020C0.044Hf0.718N0.101Si0.117,0.7183164912913221,0.0,0.0,0.0,0.0,0.04359372342548103,0.019854938938641528,0.10074069475937958,0.11749415158517576,2244.4201229818527,0.34252615162858124,0.63584270634625
B0.167N0.036Si0.189Ta0.125Ti0.053Zr0.430,0.0,0.42983085517874475,0.12521107248101915,0.0,0.05272311016003166,0.0,0.1667709855844533,0.03596589554442578,0.18949808105132532,2153.979203079322,0.6614591487126055,1.0064230165910657
B0.138C0.196Hf0.152N0.194Nb0.081Si0.052Ta0.158Ti0.013Zr0.017,0.15236396394386723,0.016572953053558867,0.15759271025349758,0.08074376847143395,0.013191811330732266,0.19556158480938304,0.13813656507561975,0.19427439133108207,0.05156225173082521,2411.1095934727146,0.4075061185936476,1.409924098269831
B0.145C0.148Hf0.364N0.036Nb0.026Si0.174Ta0.043Ti0.043Zr0.022,0.3640151665272784,0.02207992708132613,0.042969100206004175,0.02567802283281818,0.04339959821618294,0.14783860362163148,0.14454764417923582,0.035666687252480414,0.17380525008304248,2505.4357046099203,0.6004872347773975,1.1897082963321914
B0.198C0.147Hf0.027N0.080Si0.126Ta0.354Zr0.069,0.027097524003901703,0.06927526191724051,0.3536178638722275,0.0,0.0,0.1467611645021939,0.19766548825761732,0.07974537616117656,0.1258373212856426,2676.2952345937424,0.6275331899624197,1.2106305863294176
B0.115C0.029Hf0.020Nb0.045Si0.571Zr0.221,0.0204788682117433,0.2205157866533142,0.0,0.044567520632728085,0.0,0.028744042721453613,0.11455005144831369,0.0,0.5711437303324471,1986.0952550941402,1.0,0.8002620343882019
