Formula,x_Hf,x_Zr,x_Ta,x_Nb,x_Ti,x_C,x_B,x_N,x_Si,Tm_K,OxRes,Toughness,Roost_MatBERT_CosineSim,LitTheory_Gap_Flag,F_R_16,F_R_14,F_R_35,F_R_17,F_R_11,F_R_33,F_R_12,F_R_13,F_R_22,F_R_31,F_R_32,F_R_20,F_R_28,F_R_19,F_R_64,F_R_29,F_R_09,F_R_25,F_R_36,F_R_30,F_R_62,F_R_26,F_R_66,F_R_58,F_R_68
B0.148Hf0.198Si0.520Ti0.135,0.19791110229319678,0.0,0.0,0.0,0.1345673591577388,0.0,0.14780667927809782,0.0,0.5197148592709666,1981.1173236862944,1.0,0.7789318630181615,0.046978202994578444,0,0.0,0.0,0.0,0.27010353494704065,0.0,0.0,0.0,0.018108374150687865,0.0,0.0,0.0,0.0,0.0,0.0,0.2238015522260292,0.0,0.0391688044109082,0.10285734067647063,0.0,0.0,-0.21582078470614266,0.0,0.00140248944356261,0.2804838691659498,-0.0011433095456005946
B0.634Hf0.025N0.061Ta0.023Ti0.120Zr0.136,0.025350921449767985,0.13600366105108808,0.022966511978308,0.0,0.12043557287182477,0.0,0.6340995849043977,0.06114374774461345,0.0,2162.299506220001,1.0,0.670348484352659,0.4026108314595883,0,0.003738557888256923,0.0,0.0,0.0,0.0005274606724497648,0.0,0.0,0.014504727212964615,0.0,0.00831577354365164,0.0,0.0,0.016379678831353273,0.0005822222411372417,0.10639081777355298,0.0,0.0006426692183523065,0.0,0.014563055712146979,0.08623986501797334,0.07210362595416088,0.0031235297106235555,0.20768868443178246,-0.16520846284569332,0.2781515440616877
B0.055C0.123Hf0.286N0.015Nb0.101Si0.267Ta0.102Ti0.037Zr0.014,0.28626151228948316,0.014386931957422317,0.10190289742216302,0.10069587245302375,0.03721921150746532,0.12331705456501198,0.054766002262234735,0.014888640172129423,0.2665618773710664,2523.02657480526,0.6049497128339317,1.2749807843065502,-0.10800748709286445,0,0.00022167160617514607,0.015207095946590142,0.012566365161741696,0.07105523446758744,0.010384200503031878,0.01026120116141569,0.010139658729075627,0.001385269705237439,0.03530092653086504,0.0002142018530949705,0.003835007592180284,0.028825352729711488,0.0005354702634668133,0.02917087752274846,-0.13765794679289078,0.0017741540732165624,0.08194565341826192,0.07630640613496523,0.005580814310750454,0.0007879147481268078,0.025517747893528734,0.0014660700514768454,-0.08389567221592875,0.0056864873086242135,-0.00434408105444134
N0.133Nb0.745Si0.057Ta0.035Ti0.030,0.0,0.0,0.03545585875543715,0.7448465053683606,0.029844451744596264,0.0,0.0,0.1328098643545947,0.05704331977701124,2329.3641859237628,0.217283429513603,0.7157709857324689,-0.047249944436639435,0,0.017638460069885842,0.0,0.0,0.003253940331182362,0.0012571179200855092,0.026409172488821554,0.5547963165594593,0.000890691299935535,0.0,0.0,0.0,0.0,0.0,0.0,0.06446716997052246,0.0,0.0,0.0,0.0,0.0,-0.33349876870332307,0.0,0.35577412063745384,0.02132601380031595,-0.10060038424688077
Hf0.075Nb0.018Si0.509Ti0.041Zr0.358,0.074508180320257,0.3578761538119357,0.0,0.018203319382154026,0.04085522125752925,0.0,0.0,0.0,0.5085571252281239,1935.5729382159961,0.7495019442514713,0.74247846822935,0.18542706603482595,0,0.0,0.0,0.0,0.2586303496202937,0.0,0.0,0.00033136083652870443,0.00166914910400167,0.0,0.0,0.18200046797029593,0.0013562962029527613,0.014621109446780205,0.0,0.03565700248754963,0.0,0.0055514689346359315,0.037891665989648576,0.0,0.0,-0.07510195824308362,0.0,0.11748045875910912,-0.08512905867940485,0.035606967556781464
C0.174Hf0.366N0.053Nb0.104Si0.042Ti0.084Zr0.176,0.36597227666247306,0.17585815369546026,0.0,0.10438399047364974,0.0844828164189873,0.17372231890634668,0.0,0.05327524717967667,0.04230519666340644,2539.421545505326,0.2084707475889991,1.1865038121270086,-0.002517102262300064,0,0.0028382519620556465,0.030179444086198416,0.0,0.001789729664729495,0.0,0.0,0.010896017467203,0.007137346270084311,0.06357755255723987,0.009368886606687216,0.007439713776950002,0.038201646640755496,0.014856992114435624,0.0,0.2423273290954119,0.030550486258564075,0.1339357072855137,0.015482529137560513,0.0,0.0,0.07031912480390166,0.0,-0.06769434173695571,0.028268899420869326,0.054833678096283714
B0.197Hf0.081N0.097Nb0.070Si0.463Ta0.044Ti0.013Zr0.035,0.08122059397554633,0.03503775270289698,0.043647256005463854,0.07047530632338915,0.012579460757123451,0.0,0.19656183284462067,0.09701259234838702,0.46346520504257255,1893.361332354855,1.0,1.0722258061087189,-0.007235047660403948,0,0.00941144307415432,0.0,0.0,0.2147999962851538,0.0019050829568065006,0.0030760537371604516,0.004966768801375534,0.0001582428329400089,0.0,0.0033991032197697403,0.0162387792406791,0.005724046240194243,0.0004407560351438887,0.003545056058166506,0.1096023641270349,0.0,0.0065967848857405535,0.037642919240556114,0.008579384639072351,0.006887084890037993,-0.10866204796292131,0.0015293017620794777,0.037634208400443264,0.0704777376221383,0.024899623916468973
B0.085C0.104Hf0.113N0.284Si0.116Ta0.020Zr0.278,0.11320968417458836,0.2779997775112828,0.019940938292008156,0.0,0.0,0.10385183268191316,0.08500773537143469,0.28401550959015553,0.11597452237861737,1821.6584354523472,0.44375236227260784,1.2183436484880843,-0.03171935118683744,0,0.08066480968775573,0.010785203151392085,0.002070902987021986,0.01345008984094842,0.0003976410199656771,0.0,0.0,0.0,0.011757033178871583,0.07895624847581685,0.032240891418232914,0.0,0.0,0.0022575073261831987,0.047601693881399024,0.028870786379710824,0.012816432590910042,0.013129439050782003,0.0016951340053851381,0.02363213151999685,-0.03390009915220461,0.005543576408544487,0.05261216066310888,-0.15655951357970146,-0.023000622433924558
B0.036C0.027Nb0.185Si0.070Ta0.064Ti0.617,0.0,0.0,0.06433298440694639,0.1848750381420991,0.6172227211686115,0.02686981990438102,0.03629890694221896,0.0,0.07040052943574303,2226.402076572154,0.2069777086331965,0.8361058610815213,-0.23868406069589487,1,0.0,0.0007219872216938705,0.0017286157049260019,0.00495623454483292,0.004138732882704407,0.01189356294602928,0.0341787797280426,0.3809638875267856,0.0,0.0,0.0,0.0,0.0,0.0,-0.15123237630851868,0.0,0.0,0.0,0.0023352170143029704,0.0,-0.05522096144886834,0.0,0.045563850247028505,0.1742251377084908,0.09510635860016785
B0.013C0.031Hf0.097N0.295Nb0.182Ta0.034Zr0.348,0.09717691353873151,0.3483826626050275,0.03424575172076348,0.18156067386595284,0.0,0.03075994859072482,0.013000686417281759,0.2948733632615181,0.0,1842.9326929668262,0.1668220224053221,1.1565568969063114,0.05145273095387204,0,0.08695030036115921,0.0009461744373040337,0.0010533975623814107,0.0,0.001172771510920175,0.006217681759467932,0.032964278294658894,0.0,0.002989156864656692,0.10272876742434717,0.0,0.017643505906305527,0.0,0.0033278964540374985,0.06046162384047188,0.010716232791630476,0.009443352524914099,0.0,0.0004452182792457332,0.004529213749745634,0.1640546252916875,0.011930626167390284,0.09794760402169649,-0.10524355244327693,-0.020586001127957387
B0.135Hf0.164N0.177Nb0.270Si0.135Ta0.119,0.16407070904982302,0.0,0.11909506388540268,0.27040634005026953,0.0,0.0,0.13506871454814376,0.17665611555336524,0.13470305691299572,2104.724380583495,0.5314693754858829,1.292617699282842,-0.21483805961899405,1,0.031207383162403932,0.0,0.0,0.018144913541705766,0.014183634241868146,0.03220406034330477,0.073119588739382,0.0,0.0,0.0,0.0,0.04436575994361528,0.0,0.019540011576011988,-0.1345763397364963,0.0,0.026919197568111675,0.022100826058893873,0.0160860171880304,0.0,0.04886308351667081,0.0,-0.039091714193371964,-0.00340670367568144,-0.062225256532249265
Hf0.169N0.126Nb0.054Si0.321Ti0.090Zr0.240,0.1689755000552712,0.2397055957780186,0.0,0.05395845367970842,0.0897086612487922,0.0,0.0,0.12638835151539285,0.32126343772281685,1828.9668891318936,0.6199287676562754,1.144629717079558,0.09156991659774827,0,0.015974015398778504,0.0,0.0,0.10321019641748222,0.0,0.0,0.002911514723505239,0.008047643903050553,0.0,0.03029599509939888,0.07700864374104219,0.00911765669273792,0.021503668091090184,0.0,0.000432548125720196,0.0,0.028552719618928957,0.05428565003868845,0.0,0.0,-0.022658975012260666,0.0,0.09897256679280035,0.012060136681536444,0.07993973655613869
B0.342C0.054Hf0.018N0.155Nb0.261Si0.011Ta0.126Ti0.013Zr0.020,0.017980061891650693,0.02020629732629231,0.12613943551552992,0.260740274522521,0.012634941732712826,0.05447264764110871,0.34197684636502845,0.15506300933093106,0.010786485674225075,2295.4659984637824,0.6521028914428604,1.1769146291180483,0.07185706943838943,0,0.024044536862764414,0.002967269341032386,0.006871149024485814,0.00011634827320026278,0.01591115719217653,0.03288963104443511,0.06798549075807962,0.0001596417525890482,0.0009794215759892147,0.0031332492708504318,0.00021795493663918445,0.00468812627356092,0.0002553053893515743,0.0022679948575471095,-0.0815481519595363,0.001100690514386598,0.0003232826256275895,0.0001939416800159704,0.04313676635986579,0.006910085836359551,0.09757488807266307,0.0025488109385974735,-0.06365937545865658,0.065515664292679,-0.0021174072224765337
B0.180C0.028Hf0.051N0.252Nb0.026Si0.055Ta0.094Ti0.097Zr0.216,0.051333428581763915,0.21631896996638908,0.093764384653366,0.02618628461817888,0.0967889287898028,0.02813798357620729,0.17996272535844948,0.2522226087741685,0.0552846856816741,1842.0455342371117,0.47582900994416544,1.3579641667835167,0.036342803095810616,0,0.06361624437684728,0.0007917461197349111,0.0026383407154095956,0.0030563964709215013,0.008791759829424378,0.0024553408635814462,0.0006857215021042718,0.009368096736277517,0.0014444191703440828,0.05456053493226366,0.01195912626157532,0.0013442317712690284,0.020937281379960322,0.004813247343116604,0.011668807468047108,0.006086779624136333,0.0026351208899590564,0.0028379524641054836,0.016874094203777723,0.03892935138188396,-0.16205406889261267,0.020283015107748433,-0.12262049798959877,-0.09429890315059443,-0.12471028505827868
B0.188C0.153Hf0.051Nb0.258Si0.194Ta0.044Ti0.042Zr0.070,0.0509075319066248,0.06961569590423891,0.043994749436493986,0.2575456159571466,0.04242083344902178,0.15342539702301342,0.188474477154075,0.0,0.1936156991693855,2579.273334592336,0.631084623458249,1.2873731747330248,0.09039962803508927,0,0.0,0.023539352451669295,0.006749911899222086,0.037487038964849985,0.001935537977979888,0.011330654842502171,0.06632974429874604,0.0017995271105096453,0.007810508294235633,0.0,0.013478691635662544,0.013111011661749777,0.0029531558413914668,0.002239664110662281,0.060823565796238495,0.010680815783141223,0.002591576804824022,0.009856497383088962,0.00829188739756774,0.01312078188726851,-0.16426888803968376,0.0030627250981541516,-0.02698114578985898,0.005901558815941097,0.08809738350588756
B0.038C0.052Hf0.031N0.230Nb0.054Si0.017Ta0.418Ti0.148Zr0.012,0.030953767832162266,0.011764327457922979,0.4179792058395094,0.05447524657484205,0.14753325943621712,0.052347578831738295,0.03801159215005138,0.22975455537221312,0.017180466505343307,2272.8942732721084,0.2057459813670721,1.2840148382882242,0.051758888644989565,0,0.05278715571428334,0.0027402690095450553,0.021880199427711088,0.0002951684293412233,0.174706616514227,0.022769520301263935,0.0029675524893898403,0.021766062639874146,0.0016203548017334393,0.002702907824348212,0.00020211663384873632,0.0016862141350774535,0.0017356295749423635,0.012938031296227738,-0.030806033956526112,0.0006158340590060065,0.0009581357430074035,0.000531800171454637,0.015888055099573806,0.000447180817250219,-0.06223738365827458,0.004917244248098581,0.05542701076615858,0.03592329440654319,0.04975312322127798
B0.028C0.012Hf0.014N0.126Si0.031Ta0.105Ti0.098Zr0.586,0.014020717826064063,0.5856225929727903,0.10505889038195926,0.0,0.09838702181243147,0.011870566173833459,0.028350565193374016,0.12564435251819622,0.03104529312135134,2044.7400969804694,0.22216888266674842,0.9526176133895963,0.42751322066228026,0,0.01578650331971676,0.0001409103412873591,0.001247108510428563,0.0009638102249906248,0.01103737044828853,0.0,0.0,0.009680006061119868,0.00016643385875893986,0.0735801715140934,0.018180825057326103,0.0,0.0576176628286666,0.0014730010571648465,-0.1237336536104593,0.006951671742775444,0.0001965805283581106,0.00043527729468191475,0.0029784789209172705,0.016602731500787827,0.21272053580166017,0.06152485980032712,-0.046090805407594554,0.14046589030510775,0.05996308290231887
B0.065C0.200Hf0.112N0.091Nb0.075Si0.030Ti0.300Zr0.128,0.11156203464045564,0.12804820879502213,0.0,0.07480069230230253,0.3000650071852239,0.20016916507807225,0.06508637605648146,0.09064121352532245,0.029627302417119566,2341.2739129590764,0.2720683437870842,1.287991134799705,0.16345533732894313,0,0.008215829589343098,0.04006769464805254,0.0,0.0008777770485154588,0.0,0.0,0.005595143568903741,0.09003900853706846,0.02233127932839098,0.011606445034924672,0.0037937230059405897,0.008344917425759539,0.038422786692133365,0.0,0.08459954274987132,0.025631303044242246,0.012446087573118223,0.003305282138561948,0.0,0.008334193870991666,-0.06461965778307148,0.0,-0.06496416252030712,-0.13948903127589196,-0.01585961310074586
B0.167C0.030Hf0.062N0.158Si0.295Ta0.045Ti0.078Zr0.165,0.06180813383057075,0.16524992731477012,0.044679053786287434,0.0,0.07816862042401884,0.030076908916626316,0.16728195429488305,0.15823145498407945,0.2945039464487641,1843.2037616667628,0.8257539463101311,1.253684809301476,0.14683226261659188,0,0.02503719334637876,0.0009046204499790356,0.0013438078312112153,0.08673257447389651,0.0019962178472379653,0.0,0.0,0.006110333218994336,0.0018589976115287261,0.026147736435029448,0.048666755744571216,0.0,0.012917358843364968,0.0027615289358461225,-0.08925113364855375,0.00497020701232546,0.0038202454076177446,0.018202739335736455,0.007473999433416356,0.02764333078830212,0.07545530918695653,0.007383210390676703,0.005707943662181358,-0.043286852605250656,-0.02235898790407473
B0.038C0.211Hf0.199Nb0.061Si0.076Ti0.149Zr0.266,0.19874602718040404,0.2658789661586372,0.0,0.061497480087189305,0.14865670588078342,0.21095555029242333,0.03812110398745022,0.0,0.07614416641311254,2579.5347332532397,0.2364665987845843,1.191645753994547,0.28357989746418943,0,0.0,0.04450224419917915,0.0,0.005797934078747776,0.0,0.0,0.003781940057074245,0.02209881620332575,0.04192657753227506,0.0,0.02024513224492959,0.012222379848934883,0.0395246912721313,0.0,0.10453147590196936,0.05608864361717591,0.0394999833199939,0.015133350567569674,0.0,0.010135599717009168,0.12147272656809686,0.0,-0.09072299402817302,-0.008641482941205914,-0.11117323002615968
C0.031Hf0.049N0.137Nb0.209Si0.302Ti0.234Zr0.038,0.04878831063591663,0.03822606084638681,0.0,0.20941220758108162,0.23388378450376326,0.03134611337044766,0.0,0.13659447221599735,0.30174905084640663,1877.7436622156615,0.5976365288634994,1.2178696577218309,-0.03135143124706685,0,0.018658049839966873,0.0009825788234329577,0.0,0.09105248968670729,0.0,0.0,0.043853472683982014,0.05470162465380277,0.0015293239163460602,0.005221468606208807,0.011534677577994206,0.010216867834418867,0.008940455777424075,0.0,-0.13265541795756422,0.0011982384369964713,0.002380299254706696,0.01472182642678749,0.0,0.0,0.19262183870443889,0.0,0.17335506763912695,-0.07022334676063745,-0.07920724762267259
B0.231C0.094Hf0.172N0.232Nb0.097Si0.067Ti0.030Zr0.077,0.17245128183741698,0.07652590488755202,0.0,0.0966475765688757,0.030122069305873682,0.09431843413548682,0.23095275347492564,0.23175046194338345,0.06723151784648576,1979.0362653214934,0.5772742330587999,1.306149592377067,-0.08441089886350017,0,0.05370827661097162,0.008895967017770167,0.0,0.0045200769919423334,0.0,0.0,0.00934075405663669,0.0009073390592678574,0.016265334867562688,0.017734913808325606,0.0051449527401659255,0.01666699846578252,0.0023051186107175396,0.0,0.052101243491531696,0.007217803519795105,0.029739444607368225,0.011594161432501646,0.0,0.01767386844594041,-0.08849547377554381,0.0,-0.00404110731742964,0.015307554659886626,0.011732649950462928
C0.560Hf0.022Ta0.278Ti0.107Zr0.034,0.021957811123307636,0.03398936468400262,0.2775461442245794,0.0,0.10663054640628779,0.5598761335618225,0.0,0.0,0.0,3537.5460458195475,0.08498172882747093,0.797028985301371,0.3020893122689208,0,0.0,0.31346128493213576,0.15539146211344948,0.0,0.07703186217393103,0.0,0.0,0.011370073426903493,0.012293654393198258,0.0,0.0,0.0,0.0036243045282577805,0.006094305812885615,0.3613995052629526,0.019029834081502144,0.0004821454693268525,0.0,0.0,0.0,-0.2828930474066912,0.009433617112688017,-0.33710057090569845,-0.3146539028297247,0.3015748049178046
B0.153C0.405Hf0.096N0.103Nb0.018Si0.013Ta0.160Ti0.012Zr0.039,0.09557510332144137,0.039161932474518615,0.1603026323650733,0.017941786646175455,0.012248163317106252,0.40520784655258146,0.15319304375401893,0.10345877455626148,0.012910717012823023,2954.3424957085695,0.372113534534243,1.1801433687257947,0.2267781149053103,0,0.01070371803268334,0.1641933989077804,0.0649558844573615,0.00016668661378519783,0.025696933943171848,0.0028761156287144454,0.00032190770805687986,0.00015001750464250724,0.038727781800921735,0.004051645543068757,0.0005056086278537939,0.0017147881124794761,0.000479661744761391,0.015320940650990912,0.06428346149522639,0.015868722324837294,0.009134600374904192,0.0012339431124544513,0.024557248173787086,0.005999335635060865,-0.0176450493052908,0.006277760864168583,0.06025630628611503,0.0913667583142602,-0.014632957939250258
B0.125C0.231N0.070Nb0.051Ta0.236Ti0.266Zr0.021,0.0,0.021476623833214147,0.23576516530872121,0.05144574286576445,0.2656348045083442,0.23055426500688694,0.1247034255877701,0.07041997288929881,0.0,2708.1819038032413,0.3228925088430018,1.208269988432494,0.20019097532810592,0,0.00495897258172958,0.053155269112865854,0.05435666440197942,0.0,0.05558521317304864,0.01212911407117692,0.0026466644590103536,0.07056184936618624,0.0,0.001512383268088609,0.0,0.0,0.005704938773435086,0.0,-0.006276508067069416,0.004951527222696078,0.0,0.0,0.029400723748264433,0.0026782085620617505,-0.08177155094372608,0.005063439768310955,-0.2461460709660432,0.09562223016541595,-0.03244329127041966
B0.011C0.078Si0.204Ta0.227Ti0.481,0.0,0.0,0.2266881688102249,0.0,0.4813263878706472,0.07758116759556163,0.010678696131519259,0.0,0.20372557959204698,2361.2487674798776,0.37460523711023797,0.8848890954658204,-0.06527266522852071,0,0.0,0.006018837565490622,0.017586732816397027,0.04150411178011547,0.05138752587853303,0.0,0.0,0.2316750916606047,0.0,0.0,0.0,0.0,0.0,0.0,-0.18368747281476164,0.0,0.0,0.0,0.0024207340713349335,0.0,-0.1523343448984407,0.0,-0.20754586463619853,-0.09194773083130774,-0.047409534047623554
B0.012C0.108Hf0.095Nb0.117Ta0.053Ti0.027Zr0.588,0.09493232153241703,0.5880295622919004,0.053068213006665754,0.11749950203186954,0.026584793187828172,0.10833490766265903,0.011550700286659905,0.0,0.0,2493.245201632499,0.08365594146903677,0.9232454002134939,0.47317776283696755,0,0.0,0.011736452218276858,0.005749139955899455,0.0,0.0028162352317208485,0.006235488602004408,0.013806132977737313,0.0007067512288395952,0.010284484287416256,0.0,0.0,0.011154500506788328,0.015632644301859296,0.005037888660299588,0.14644867530449554,0.06370412833380684,0.00901214567153421,0.0,0.000612975023188623,0.006792153233729553,-0.08310798128835903,0.031205678065923,0.16233438677883813,-0.017237195078983816,-0.007916940143963096
B0.054C0.280N0.139Si0.129Ta0.175Ti0.177Zr0.047,0.0,0.04656307717483583,0.1748750565323241,0.0,0.1771723506548308,0.2800082840273323,0.05351145351703475,0.138881685403055,0.12898809269058717,2491.3801222273196,0.40327162715082,1.2821940813706116,0.11603432833492433,0,0.019288122540393145,0.0784046391239312,0.0489664644987988,0.016637928055955507,0.03058128539718355,0.0,0.0,0.03139004183655832,0.0,0.006466758635593721,0.006006082514586688,0.0,0.008249689836787961,0.0,-0.009402382437341117,0.013038047338758024,0.0,0.0,0.009357818458918286,0.002491657939851329,-0.21248546066804475,0.008142720753268386,-0.14983371490555453,0.030144954901295103,0.06613756996822744
B0.439C0.189Hf0.013Si0.154Ti0.177Zr0.028,0.013003081986301542,0.028026448909794173,0.0,0.0,0.1774504136397833,0.18871989169687173,0.4390211434216027,0.0,0.15377902034564656,2450.782430969469,0.9654828470486171,0.8472036696579957,0.3946057480298627,0,0.0,0.03561519752207899,0.0,0.02364798709846678,0.0,0.0,0.0,0.0314886493009302,0.002453940224180371,0.0,0.004309879857115462,0.0,0.00497330495189723,0.0,0.10495922774437422,0.005289148402904265,0.00016908014114247965,0.001999601209327575,0.0,0.012304203646424969,-0.03157833479556041,0.0,0.14427162313813816,-0.019471349791897304,0.038350981926595244
